company_id,industry,state,grid_factor,annual_kwh,monthly_kwh_avg,revenue_lakhs,annual_co2_kg,co2_per_lakh_revenue,energy_efficiency,solar_percent,ev_percent,has_rec,has_iso14001,tariff_avg,carbon_score,grade,grade_encoded
COMP_0433,chemicals,uttar_pradesh,0.85,672077.53,56006.46,13100.9,1003546.16,76.6,0.2349,0,0,0,0,7.18,42.9,C,1
COMP_0434,cement,chhattisgarh,0.92,405090.89,33757.57,3398.8,633238.08,186.31,0.6793,15,0,0,0,6.03,42.7,C,1
COMP_0435,plastics,telangana,0.74,251654.72,20971.23,3426.94,186224.49,54.34,0.4487,0,0,1,1,7.2,76.9,B+,3
COMP_0436,paper,bihar,0.84,72050.88,6004.24,1661.82,106865.87,64.31,0.9361,0,0,0,0,7.43,67.3,B+,3
COMP_0437,textile,chhattisgarh,0.92,245205.21,20433.77,2058.19,225588.79,109.61,0.339,10,10,0,1,7.32,57.9,B,2
COMP_0438,steel,madhya_pradesh,0.83,690082.37,57506.86,11690.98,572768.37,48.99,0.3993,15,0,0,0,7.12,58.6,B,2
COMP_0439,pharma,telangana,0.74,331198.19,27599.85,7736.58,458113.34,59.21,0.297,0,0,0,0,8.34,49.5,C,1
COMP_0440,pharma,chhattisgarh,0.92,371688.1,30974.01,9211.39,341953.05,37.12,0.1072,30,0,0,0,7.43,53.3,B,2
COMP_0441,steel,chhattisgarh,0.92,739087.85,61590.65,9904.73,1155342.13,116.65,0.2809,5,10,0,1,6.61,59.9,B,2
COMP_0442,food_processing,tamil_nadu,0.68,93934.53,7827.88,998.38,63875.48,63.98,0.6974,0,0,0,0,7.11,53.7,B,2
COMP_0443,paper,andhra_pradesh,0.72,196023.44,16335.29,2972.35,141136.88,47.48,0.76,5,15,0,1,6.66,72.1,B+,3
COMP_0444,steel,haryana,0.8,921543.21,76795.27,15757.93,737234.57,46.78,0.1309,5,0,0,0,7.37,45.4,C,1
COMP_0445,pharma,uttar_pradesh,0.85,374326.94,31193.91,8014.09,318177.9,39.7,0.1808,5,0,0,0,8.13,44.4,C,1
COMP_0446,textile,haryana,0.8,100554.23,8379.52,1918.53,80443.39,41.93,0.7287,5,30,1,0,6.97,69.2,B+,3
COMP_0447,food_processing,kerala,0.42,146860.42,12238.37,3183.34,156141.99,49.05,0.7544,0,5,0,1,6.71,73.2,B+,3
COMP_0448,food_processing,karnataka,0.62,94583.33,7881.94,1828.35,58641.66,32.07,0.6918,5,0,0,0,7.7,57.4,B,2
COMP_0449,it_services,gujarat,0.82,110378.57,9198.21,1707.53,90510.42,53.01,0.4847,0,0,0,0,8.24,53.1,B,2
COMP_0450,chemicals,madhya_pradesh,0.83,271150.19,22595.85,5981.74,399458.46,66.78,0.6724,15,5,0,1,7.14,61.1,B,2
COMP_0451,auto_components,west_bengal,0.9,167529.49,13960.79,2174.24,258531.51,118.91,0.6479,10,0,0,1,6.65,67.4,B+,3
COMP_0452,it_services,madhya_pradesh,0.83,161313.75,13442.81,3949.11,133890.41,33.9,0.08,5,0,1,0,9.49,44.3,C,1
COMP_0453,steel,tamil_nadu,0.68,495693.36,41307.78,4680.98,655901.45,140.12,0.7575,10,10,0,0,6.42,59.3,B,2
COMP_0454,auto_components,telangana,0.74,475816.31,39651.36,6162.6,658149.11,106.8,0.3014,30,15,1,0,7.05,65.2,B+,3
COMP_0455,paper,uttar_pradesh,0.85,412251.84,34354.32,7206.94,615574.45,85.41,0.2984,5,0,0,0,7.8,44.2,C,1
COMP_0456,pharma,andhra_pradesh,0.72,287438.35,23953.2,6354.28,206955.61,32.57,0.3143,30,0,0,0,8.71,56.8,B,2
COMP_0457,paper,kerala,0.42,320227.9,26685.66,3644.84,340466.3,93.41,0.4697,5,0,0,1,7.24,56.9,B,2
COMP_0458,steel,maharashtra,0.79,181895.18,15157.93,2599.9,260692.17,100.27,0.8281,0,0,0,0,6.31,57.5,B,2
COMP_0459,paper,bihar,0.84,184363.32,15363.61,1815.44,273447.67,150.62,0.6636,0,0,0,1,7.44,54.8,B,2
COMP_0460,textile,karnataka,0.62,155425.72,12952.14,1517.69,96363.95,63.49,0.6125,0,20,0,0,8.25,59.1,B,2
COMP_0461,chemicals,maharashtra,0.79,135008.08,11250.67,1235.1,193493.58,156.66,0.9514,25,0,0,0,7.33,57.7,B,2
COMP_0462,it_services,odisha,0.91,62512.53,5209.38,647.03,56886.4,87.92,0.8448,0,0,0,0,8.33,66.3,B+,3
COMP_0463,chemicals,delhi,0.72,542074.03,45172.84,8528.76,738955.31,86.64,0.1635,0,0,0,0,7.5,55.4,B,2
COMP_0464,food_processing,madhya_pradesh,0.83,130126.69,10843.89,1655.43,108005.15,65.24,0.6414,5,0,0,1,6.52,61.3,B,2
COMP_0465,steel,andhra_pradesh,0.72,201376.12,16781.34,4111.62,144990.81,35.26,0.7367,0,0,0,0,7.28,56.8,B,2
COMP_0466,paper,tamil_nadu,0.68,157818.98,13151.58,2986.53,208826.08,69.92,0.6058,5,15,0,0,7.37,60.2,B,2
COMP_0467,plastics,haryana,0.8,152537.27,12711.44,3331.19,122029.82,36.63,0.7834,10,0,0,0,7.27,66.3,B+,3
COMP_0468,chemicals,west_bengal,0.9,354760.2,29563.35,6086.89,319284.18,52.45,0.5086,0,0,1,0,8.09,56.4,B,2
COMP_0469,food_processing,telangana,0.74,80531.98,6711.0,1857.15,59593.67,32.09,0.7818,0,15,0,0,6.73,53.5,B,2
COMP_0470,food_processing,uttar_pradesh,0.85,249553.63,20796.14,2834.68,372633.47,131.46,0.393,20,0,0,0,7.55,56.1,B,2
COMP_0471,chemicals,haryana,0.8,636862.36,53071.86,13014.96,919119.76,70.62,0.0911,0,0,0,1,7.47,46.6,C,1
COMP_0472,paper,punjab,0.76,276006.21,23000.52,5400.85,387291.92,71.71,0.4195,20,15,0,0,7.25,62.5,B,2
COMP_0473,auto_components,bihar,0.84,578043.49,48170.29,6213.74,485556.53,78.14,0.2107,0,10,0,0,6.72,54.1,B,2
COMP_0474,paper,haryana,0.8,326125.84,27177.15,3397.52,260900.68,76.79,0.3194,0,0,0,0,7.71,46.0,C,1
COMP_0475,auto_components,odisha,0.91,187704.05,15642.0,1777.73,170810.69,96.08,0.6249,50,0,0,1,7.23,64.1,B,2
COMP_0476,auto_components,karnataka,0.62,382926.48,31910.54,6247.0,483712.73,77.43,0.5883,10,0,0,0,7.26,57.5,B,2
COMP_0477,it_services,tamil_nadu,0.68,101033.82,8419.49,1730.68,68703.0,39.7,0.6149,25,0,0,0,9.33,57.8,B,2
COMP_0478,cement,delhi,0.72,367528.68,30627.39,8681.97,501015.1,57.71,0.5863,10,0,0,1,6.46,67.2,B+,3
COMP_0479,cement,tamil_nadu,0.68,521105.23,43425.44,12249.48,354351.56,28.93,0.5843,15,0,1,0,6.8,67.9,B+,3
COMP_0480,food_processing,delhi,0.72,272026.88,22668.91,2472.18,195859.35,79.23,0.4091,0,0,0,1,6.48,54.8,B,2
COMP_0481,pharma,maharashtra,0.79,290531.64,24210.97,3957.67,229520.0,57.99,0.4478,0,0,0,0,8.87,60.8,B,2
COMP_0482,it_services,odisha,0.91,63236.27,5269.69,1568.22,57545.0,36.69,0.6603,10,0,0,0,9.62,57.5,B,2
COMP_0483,chemicals,delhi,0.72,614197.22,51183.1,12330.11,837273.65,67.9,0.2168,0,0,1,0,7.52,55.0,B,2
COMP_0484,cement,rajasthan,0.88,877391.48,73115.96,16990.11,1336442.7,78.66,0.4238,0,0,0,0,7.1,52.0,B,2
COMP_0485,chemicals,uttar_pradesh,0.85,306163.42,25513.62,5668.62,457163.21,80.65,0.6554,0,0,0,0,8.17,55.7,B,2
COMP_0486,food_processing,madhya_pradesh,0.83,289812.5,24151.04,4754.2,240544.37,50.6,0.4453,15,0,0,0,6.34,52.7,B,2
COMP_0487,it_services,chhattisgarh,0.92,25594.9,2132.91,546.3,23547.3,43.1,0.9937,10,0,0,0,9.08,59.4,B,2
COMP_0488,plastics,west_bengal,0.9,304217.54,25351.46,7145.62,273795.78,38.32,0.3432,0,0,0,0,8.17,56.9,B,2
COMP_0489,steel,bihar,0.84,303101.97,25258.5,5785.04,449560.84,77.71,0.7699,30,0,0,1,6.52,67.6,B+,3
COMP_0490,it_services,tamil_nadu,0.68,42913.03,3576.09,448.06,29180.86,65.13,0.8303,0,0,1,0,8.12,64.8,B,2
COMP_0491,auto_components,madhya_pradesh,0.83,585497.98,48791.5,5010.69,862555.63,172.14,0.0,5,5,1,1,7.45,49.2,C,1
COMP_0492,paper,jharkhand,0.89,91445.25,7620.44,1567.42,140203.85,89.45,0.9001,20,10,0,0,7.38,68.3,B+,3
COMP_0493,paper,bihar,0.84,127402.22,10616.85,1112.28,188962.97,169.89,0.635,15,15,0,0,7.05,48.4,C,1
COMP_0494,chemicals,odisha,0.91,277356.84,23113.07,3217.45,430790.65,133.89,0.5562,25,0,0,0,7.87,54.4,B,2
COMP_0495,auto_components,bihar,0.84,300784.91,25065.41,3590.07,252659.32,70.38,0.5945,0,0,1,0,7.27,55.7,B,2
COMP_0496,chemicals,gujarat,0.82,299652.82,24971.07,5097.36,438452.01,86.02,0.5107,0,5,0,1,8.15,67.1,B+,3
COMP_0497,chemicals,chhattisgarh,0.92,663697.87,55308.16,13318.12,610602.04,45.85,0.1849,20,0,0,0,8.34,47.8,C,1
COMP_0498,steel,bihar,0.84,442175.3,36847.94,5775.52,655834.41,113.55,0.6021,15,0,0,0,7.22,64.7,B,2
COMP_0499,steel,madhya_pradesh,0.83,906309.47,75525.79,12002.24,752236.86,62.67,0.3496,15,0,0,1,7.34,59.9,B,2
COMP_0500,chemicals,rajasthan,0.88,718109.7,59842.47,10133.72,1093824.69,107.94,0.0925,25,0,1,0,7.27,47.8,C,1
COMP_0501,textile,madhya_pradesh,0.83,243727.44,20310.62,2486.22,202293.78,81.37,0.3424,20,15,0,0,7.84,52.7,B,2
COMP_0502,steel,jharkhand,0.89,345837.06,28819.76,7244.9,530237.39,73.19,0.8217,15,0,0,0,6.33,56.2,B,2
COMP_0503,cement,haryana,0.8,619943.31,51661.94,12303.34,894702.18,72.72,0.588,15,5,0,1,7.03,58.6,B,2
COMP_0504,it_services,uttar_pradesh,0.85,36663.19,3055.27,431.06,31163.71,72.3,0.7786,0,0,0,0,8.74,63.3,B,2
COMP_0505,pharma,maharashtra,0.79,152723.0,12726.92,2267.95,120651.17,53.2,0.8678,5,5,0,1,8.2,75.9,B+,3
COMP_0506,auto_components,kerala,0.42,193192.73,16099.39,3358.33,205402.51,61.16,0.5968,0,0,1,0,7.85,67.8,B+,3
COMP_0507,steel,west_bengal,0.9,796462.36,66371.86,15414.98,1229100.71,79.73,0.2374,10,0,0,0,6.87,48.0,C,1
COMP_0508,paper,delhi,0.72,269308.58,22442.38,6233.71,193902.17,31.11,0.5508,15,10,0,0,7.7,56.9,B,2
COMP_0509,plastics,gujarat,0.82,225242.37,18770.2,2345.59,184698.74,78.74,0.4832,0,0,1,0,8.24,59.3,B,2
COMP_0510,paper,haryana,0.8,304517.59,25376.47,6443.75,439479.79,68.2,0.4802,10,0,0,0,7.53,46.0,C,1
COMP_0511,textile,chhattisgarh,0.92,258552.18,21546.02,3678.04,237868.01,64.67,0.1187,25,0,1,0,7.87,61.7,B,2
COMP_0512,auto_components,andhra_pradesh,0.72,427643.5,35636.96,9120.76,582963.62,63.92,0.3431,0,5,0,1,7.09,53.3,B,2
COMP_0513,steel,maharashtra,0.79,668773.04,55731.09,10770.99,958485.51,88.99,0.3257,5,0,0,0,7.43,44.7,C,1
COMP_0514,plastics,west_bengal,0.9,165972.38,13831.03,2630.81,149375.14,56.78,0.7664,25,0,0,1,7.73,61.2,B,2
COMP_0515,textile,punjab,0.76,68327.64,5693.97,691.75,95877.34,138.6,0.9169,0,0,0,0,6.81,57.1,B,2
COMP_0516,chemicals,telangana,0.74,141474.15,11789.51,1237.43,195687.04,158.14,0.6503,10,0,0,1,7.21,56.4,B,2
COMP_0517,auto_components,kerala,0.42,192241.83,16020.15,4098.43,80741.57,19.7,0.6166,5,0,0,0,6.88,61.9,B,2
COMP_0518,chemicals,jharkhand,0.89,495647.47,41303.96,10434.61,441126.25,42.28,0.4627,30,5,0,1,7.89,64.2,B,2
COMP_0519,it_services,west_bengal,0.9,125517.22,10459.77,2771.46,112965.5,40.76,0.3689,0,5,0,0,9.06,54.1,B,2
COMP_0520,plastics,odisha,0.91,307137.8,25594.82,3379.79,279495.4,82.7,0.3395,0,5,0,1,8.16,60.2,B,2
COMP_0521,pharma,haryana,0.8,106174.19,8847.85,2302.59,84939.35,36.89,0.7356,25,0,0,1,8.47,71.7,B+,3
COMP_0522,pharma,haryana,0.8,221022.76,18418.56,5066.3,176818.21,34.9,0.5391,10,5,0,0,7.98,49.8,C,1
COMP_0523,food_processing,rajasthan,0.88,289566.07,24130.51,2723.57,441067.03,161.94,0.2572,0,0,1,0,7.65,41.6,C,1
COMP_0524,cement,punjab,0.76,1040364.02,86697.0,18234.72,1459838.8,80.06,0.2314,20,5,1,0,6.38,60.2,B,2
COMP_0525,auto_components,haryana,0.8,279841.15,23320.1,5696.18,223872.92,39.3,0.7812,25,0,0,0,6.94,64.6,B,2
COMP_0526,cement,uttar_pradesh,0.85,777118.5,64759.87,14805.33,1160393.34,78.38,0.2722,0,5,0,0,6.18,44.0,C,1
COMP_0527,auto_components,tamil_nadu,0.68,405396.78,33783.06,3617.23,275669.81,76.21,0.4435,0,0,0,0,7.72,61.5,B,2
COMP_0528,cement,tamil_nadu,0.68,474382.23,39531.85,7857.45,627702.57,79.89,0.6376,40,0,0,0,6.73,61.3,B,2
COMP_0529,steel,maharashtra,0.79,530349.99,44195.83,10294.27,760097.61,73.84,0.4423,0,5,0,0,6.29,47.6,C,1
COMP_0530,food_processing,uttar_pradesh,0.85,334462.69,27871.89,6318.23,284293.29,45.0,0.146,10,0,0,0,6.54,30.6,D,0
COMP_0531,food_processing,west_bengal,0.9,162477.97,13539.83,3237.43,146230.17,45.17,0.6267,25,20,0,0,7.66,55.4,B,2
COMP_0532,textile,maharashtra,0.79,60123.86,5010.32,550.36,47497.85,86.3,0.8168,0,0,0,0,8.18,63.3,B,2
COMP_0533,pharma,rajasthan,0.88,321380.16,26781.68,5953.7,282814.54,47.5,0.2876,50,0,0,1,8.78,65.0,B,2
COMP_0534,pharma,jharkhand,0.89,174350.41,14529.2,2355.83,155171.87,65.87,0.6085,0,0,0,0,7.55,41.0,C,1
COMP_0535,food_processing,haryana,0.8,53548.27,4462.36,1126.16,42838.61,38.04,0.7499,0,0,0,0,6.41,57.4,B,2
COMP_0536,plastics,chhattisgarh,0.92,153084.77,12757.06,1770.34,140837.99,79.55,0.6406,5,10,1,1,7.17,71.4,B+,3
COMP_0537,auto_components,odisha,0.91,240525.15,20043.76,5469.51,373583.66,68.3,0.5924,15,30,0,0,6.88,59.5,B,2
COMP_0538,plastics,uttar_pradesh,0.85,219107.72,18258.98,4193.8,186241.56,44.41,0.5339,0,10,0,1,7.61,46.9,C,1
COMP_0539,cement,maharashtra,0.79,334674.51,27889.54,7831.42,479655.51,61.25,0.7346,5,0,0,0,6.4,60.2,B,2
COMP_0540,plastics,haryana,0.8,79863.85,6655.32,1700.93,115259.52,67.76,0.8878,50,0,0,0,7.13,73.1,B+,3
COMP_0541,plastics,jharkhand,0.89,147300.39,12275.03,2988.56,131097.34,43.87,0.649,15,5,0,1,7.85,78.0,B+,3
COMP_0542,textile,kerala,0.42,115539.65,9628.3,1752.38,48526.65,27.69,0.738,10,0,0,0,7.06,61.5,B,2
COMP_0543,paper,rajasthan,0.88,161566.52,13463.88,3503.63,246098.13,70.24,0.7646,5,0,0,0,7.9,60.6,B,2
COMP_0544,textile,west_bengal,0.9,76482.12,6373.51,914.87,68833.91,75.24,0.636,0,0,1,0,7.71,62.9,B,2
COMP_0545,plastics,odisha,0.91,167307.71,13942.31,3209.49,259862.34,80.97,0.7208,0,0,0,0,7.73,55.7,B,2
COMP_0546,textile,delhi,0.72,274466.19,22872.18,2841.2,197615.66,69.55,0.1404,0,20,0,0,7.3,53.8,B,2
COMP_0547,auto_components,rajasthan,0.88,251434.95,20952.91,3334.18,382985.72,114.87,0.6604,0,0,0,0,6.77,55.5,B,2
COMP_0548,chemicals,kerala,0.42,210793.97,17566.16,2094.75,224116.15,106.99,0.8479,5,0,0,0,7.58,57.6,B,2
COMP_0549,chemicals,andhra_pradesh,0.72,612397.1,51033.09,11585.5,834819.72,72.06,0.4169,0,0,0,0,7.37,59.7,B,2
COMP_0550,cement,karnataka,0.62,942012.14,78501.01,12190.09,1189949.74,97.62,0.4477,5,0,1,1,6.08,69.6,B+,3
COMP_0551,it_services,odisha,0.91,110386.67,9198.89,1787.75,100451.87,56.19,0.5439,10,0,0,0,8.73,60.1,B,2
COMP_0552,it_services,west_bengal,0.9,76541.84,6378.49,1556.94,68887.66,44.25,0.342,0,0,0,0,8.33,50.9,B,2
COMP_0553,paper,andhra_pradesh,0.72,250157.55,20846.46,4773.61,341014.77,71.44,0.5082,0,0,0,0,6.75,54.2,B,2
COMP_0554,auto_components,jharkhand,0.89,541070.58,45089.22,10721.43,481552.82,44.91,0.2713,20,0,0,0,7.24,49.9,C,1
COMP_0555,auto_components,bihar,0.84,129539.91,10794.99,2037.14,108813.53,53.41,0.8154,20,0,0,0,6.56,60.8,B,2
COMP_0556,paper,haryana,0.8,229635.92,19136.33,2426.64,183708.74,75.7,0.5981,0,0,1,0,6.7,65.4,B+,3
COMP_0557,food_processing,delhi,0.72,304868.13,25405.68,6683.58,219505.05,32.84,0.1905,0,0,1,0,6.71,52.4,B,2
COMP_0558,chemicals,karnataka,0.62,435908.97,36325.75,7373.86,550640.21,74.67,0.5334,40,0,1,0,8.09,59.4,B,2
COMP_0559,food_processing,madhya_pradesh,0.83,204887.53,17073.96,4042.19,170056.65,42.07,0.5326,0,0,0,0,7.12,56.7,B,2
COMP_0560,plastics,kerala,0.42,100128.77,8344.06,1707.61,106456.91,62.34,0.8057,10,0,0,1,7.36,73.7,B+,3
COMP_0561,steel,rajasthan,0.88,532329.78,44360.82,11451.77,810844.72,70.81,0.5657,0,0,0,1,6.94,61.0,B,2
COMP_0562,chemicals,gujarat,0.82,571813.13,47651.09,5320.15,836676.97,157.27,0.4627,0,0,0,1,7.95,50.4,B,2
COMP_0563,it_services,gujarat,0.82,118769.07,9897.42,1352.1,97390.64,72.03,0.5858,0,0,0,0,8.28,56.4,B,2
COMP_0564,it_services,telangana,0.74,156434.25,13036.19,2612.89,115761.34,44.3,0.3945,0,0,0,0,9.51,48.9,C,1
COMP_0565,cement,maharashtra,0.79,739291.61,61607.63,8034.88,1059552.73,131.87,0.5119,10,0,1,0,6.96,66.4,B+,3
COMP_0566,cement,odisha,0.91,858531.17,71544.26,8910.09,1333470.61,149.66,0.3042,0,0,0,1,6.86,54.2,B,2
COMP_0567,plastics,uttar_pradesh,0.85,63954.88,5329.57,1470.99,54361.65,36.96,0.6355,10,0,0,1,7.56,68.9,B+,3
COMP_0568,chemicals,maharashtra,0.79,526151.07,43845.92,12733.1,754079.71,59.22,0.3229,0,0,0,0,8.23,55.9,B,2
COMP_0569,textile,gujarat,0.82,63521.35,5293.45,1388.66,52087.51,37.51,0.9289,15,0,0,0,7.6,54.6,B,2
COMP_0570,auto_components,uttar_pradesh,0.85,349842.37,29153.53,3990.93,522384.63,130.89,0.3657,0,0,0,0,7.54,53.3,B,2
COMP_0571,textile,madhya_pradesh,0.83,47147.74,3928.98,745.5,69458.04,93.17,0.7388,0,0,0,0,8.22,56.4,B,2
COMP_0572,food_processing,andhra_pradesh,0.72,158339.01,13194.92,3253.97,114004.09,35.04,0.4132,30,0,0,0,6.48,52.2,B,2
COMP_0573,auto_components,odisha,0.91,267950.04,22329.17,2502.5,243834.54,97.44,0.7332,50,0,0,0,7.46,66.5,B+,3
COMP_0574,pharma,telangana,0.74,281387.45,23448.95,3142.8,208226.71,66.26,0.4191,5,0,0,0,7.96,51.9,B,2
COMP_0575,textile,jharkhand,0.89,114576.27,9548.02,1358.25,101972.88,75.08,0.3799,0,0,1,0,8.19,58.3,B,2
COMP_0576,it_services,madhya_pradesh,0.83,118589.42,9882.45,1600.22,98429.22,61.51,0.6203,5,10,0,0,9.38,58.8,B,2
COMP_0577,auto_components,andhra_pradesh,0.72,412367.35,34363.95,8457.05,296904.49,35.11,0.4308,0,0,1,0,7.09,57.2,B,2
COMP_0578,paper,gujarat,0.82,250977.33,20914.78,5550.9,205801.41,37.08,0.7807,20,5,0,0,6.96,62.2,B,2
COMP_0579,plastics,west_bengal,0.9,137861.54,11488.46,3168.88,212747.92,67.14,0.8543,20,30,0,1,8.25,67.3,B+,3
COMP_0580,food_processing,uttar_pradesh,0.85,279147.33,23262.28,2326.17,237275.23,102.0,0.3964,5,0,0,0,7.4,52.4,B,2
COMP_0581,textile,kerala,0.42,294856.28,24571.36,4637.04,313491.2,67.61,0.0,0,30,0,0,7.81,39.1,C,1
COMP_0582,cement,kerala,0.42,240249.89,20020.82,3531.8,255433.68,72.32,1.0,5,0,0,0,6.01,58.8,B,2
COMP_0583,food_processing,telangana,0.74,213691.29,17807.61,4109.49,295577.79,71.93,0.3502,20,0,0,1,7.33,64.7,B,2
COMP_0584,food_processing,delhi,0.72,249424.84,20785.4,3922.29,179585.89,45.79,0.2999,15,5,1,1,7.3,72.5,B+,3
COMP_0585,plastics,maharashtra,0.79,206388.73,17199.06,3392.5,163047.1,48.06,0.3935,10,10,0,0,8.11,50.4,B,2
COMP_0586,plastics,chhattisgarh,0.92,231822.7,19318.56,3430.79,213276.88,62.17,0.4599,0,15,0,1,7.11,62.0,B,2
COMP_0587,cement,chhattisgarh,0.92,484477.45,40373.12,5848.53,757335.15,129.49,0.5732,0,0,0,1,7.13,68.3,B+,3
COMP_0588,plastics,tamil_nadu,0.68,378631.44,31552.62,6664.01,257469.38,38.64,0.1089,0,10,0,0,8.19,43.3,C,1
COMP_0589,pharma,haryana,0.8,84730.87,7060.91,1619.01,67784.7,41.87,0.6746,0,0,0,0,7.85,54.6,B,2
COMP_0590,paper,telangana,0.74,307939.18,25661.6,3073.46,227875.0,74.14,0.3698,0,0,0,0,7.74,53.1,B,2
COMP_0591,steel,andhra_pradesh,0.72,833421.95,69451.83,18340.62,1136120.8,61.95,0.3556,30,0,0,0,6.77,51.5,B,2
COMP_0592,it_services,andhra_pradesh,0.72,52398.99,4366.58,977.45,37727.27,38.6,0.6776,15,5,0,1,8.94,62.5,B,2
COMP_0593,it_services,kerala,0.42,155819.37,12984.95,3084.55,65444.14,21.22,0.3614,0,0,1,1,8.66,59.8,B,2
COMP_0594,it_services,andhra_pradesh,0.72,112870.75,9405.9,1289.44,81266.94,63.02,0.367,0,0,0,0,8.63,59.5,B,2
COMP_0595,pharma,delhi,0.72,330192.36,27516.03,4316.08,237738.5,55.08,0.242,20,0,0,1,7.48,45.2,C,1
COMP_0596,chemicals,gujarat,0.82,634032.49,52836.04,7239.79,519906.64,71.81,0.0962,0,10,0,0,8.25,44.4,C,1
COMP_0597,steel,punjab,0.76,738241.28,61520.11,8122.34,1035900.16,127.54,0.3998,0,0,1,0,6.82,57.5,B,2
COMP_0598,chemicals,haryana,0.8,499060.05,41588.34,4529.44,399248.04,88.15,0.4004,15,0,0,0,8.24,47.4,C,1
COMP_0599,it_services,bihar,0.84,142584.1,11882.01,1703.84,119770.64,70.29,0.3101,15,0,0,0,9.2,50.4,B,2
COMP_0600,steel,karnataka,0.62,296315.43,24692.95,5190.57,374305.65,72.11,0.8485,0,0,1,0,7.43,68.3,B+,3
COMP_0601,cement,haryana,0.8,823595.25,68632.94,15326.64,1188612.66,77.55,0.4706,0,5,0,0,6.41,49.8,C,1
COMP_0602,paper,punjab,0.76,78842.96,6570.25,701.6,59920.65,85.41,0.8633,5,5,1,0,7.17,68.9,B+,3
COMP_0603,paper,tamil_nadu,0.68,147089.38,12257.45,2367.61,194628.67,82.2,0.7756,0,0,0,1,7.15,61.4,B,2
COMP_0604,textile,madhya_pradesh,0.83,262782.44,21898.54,2954.37,218109.43,73.83,0.2405,50,30,0,0,8.2,56.9,B,2
COMP_0605,cement,madhya_pradesh,0.83,870574.46,72547.87,19232.15,1282530.3,66.69,0.2784,5,10,1,0,5.89,58.1,B,2
COMP_0606,chemicals,maharashtra,0.79,549368.38,45780.7,9530.81,787354.76,82.61,0.3727,25,5,0,1,8.26,66.3,B+,3
COMP_0607,steel,rajasthan,0.88,849855.46,70821.29,16993.81,1294499.84,76.17,0.3456,0,0,0,0,7.09,40.7,C,1
COMP_0608,it_services,telangana,0.74,26348.85,2195.74,454.9,19498.15,42.86,0.6777,5,5,0,1,9.64,66.0,B+,3
COMP_0609,plastics,karnataka,0.62,189707.94,15808.99,3571.7,117618.92,32.93,0.5955,10,0,0,1,7.42,56.8,B,2
COMP_0610,it_services,jharkhand,0.89,80964.61,6747.05,1969.09,72058.5,36.59,0.6766,10,5,0,0,9.7,59.8,B,2
COMP_0611,chemicals,bihar,0.84,190658.72,15888.23,3428.9,160153.33,46.71,0.8813,0,0,1,1,8.43,82.6,A,4
COMP_0612,it_services,jharkhand,0.89,160544.15,13378.68,2757.26,142884.3,51.82,0.2629,0,0,0,0,9.07,41.2,C,1
COMP_0613,it_services,kerala,0.42,51494.57,4291.21,1048.58,21627.72,20.63,0.826,0,0,1,0,9.77,62.6,B,2
COMP_0614,chemicals,maharashtra,0.79,138324.78,11527.06,3315.65,198247.07,59.79,0.8171,0,0,0,0,7.96,64.6,B,2
COMP_0615,pharma,gujarat,0.82,414073.82,34506.15,9148.93,339540.53,37.11,0.0424,0,5,0,1,8.67,54.3,B,2
COMP_0616,cement,haryana,0.8,381672.48,31806.04,3766.65,550829.72,146.24,0.7089,30,0,0,0,6.07,60.5,B,2
COMP_0617,auto_components,rajasthan,0.88,387503.96,32292.0,7916.67,341003.48,43.07,0.5289,30,0,0,0,6.6,60.8,B,2
COMP_0618,cement,west_bengal,0.9,761788.24,63482.35,11392.84,1175591.61,103.19,0.5895,15,0,0,1,6.33,66.1,B+,3
COMP_0619,chemicals,tamil_nadu,0.68,130428.63,10869.05,1606.36,172583.17,107.44,0.822,0,0,0,1,7.72,60.9,B,2
COMP_0620,chemicals,madhya_pradesh,0.83,586654.17,48887.85,10913.82,864258.92,79.19,0.1562,15,10,0,0,7.27,60.3,B,2
COMP_0621,food_processing,rajasthan,0.88,346545.55,28878.8,3302.84,304960.08,92.33,0.0,15,0,0,1,7.35,53.1,B,2
COMP_0622,food_processing,delhi,0.72,229514.41,19126.2,4713.93,165250.38,35.06,0.4874,0,0,0,1,6.75,62.7,B,2
COMP_0623,pharma,delhi,0.72,155204.73,12933.73,2404.79,111747.41,46.47,0.6426,0,0,0,0,8.95,61.5,B,2
COMP_0624,plastics,chhattisgarh,0.92,178597.93,14883.16,3345.18,164310.1,49.12,0.6761,5,0,0,0,7.86,55.8,B,2
COMP_0625,textile,odisha,0.91,203463.81,16955.32,4099.83,185152.07,45.16,0.5412,20,0,1,0,8.16,61.3,B,2
COMP_0626,food_processing,telangana,0.74,80139.34,6678.28,1037.68,59303.11,57.15,0.94,0,0,0,0,6.89,63.2,B,2
COMP_0627,plastics,haryana,0.8,277809.99,23150.83,2542.9,222247.99,87.4,0.3032,0,0,0,0,7.42,45.2,C,1
COMP_0628,chemicals,rajasthan,0.88,235091.58,19590.96,3720.15,358091.49,96.26,0.798,0,0,0,1,7.52,66.4,B+,3
COMP_0629,auto_components,karnataka,0.62,162486.95,13540.58,3143.98,205253.52,65.28,0.6866,0,10,0,1,7.32,64.7,B,2
COMP_0630,steel,chhattisgarh,0.92,346385.23,28865.44,4699.33,318674.41,67.81,0.6119,0,0,0,1,6.35,72.3,B+,3
