sme_id,date,year,month,quarter,industry,state,grid_factor,tariff_per_kwh,monthly_kwh,fuel_litres,fuel_type,electricity_co2_kg,fuel_co2_kg,total_co2_kg,electricity_cost_rs,is_monsoon,is_peak_month,is_festival_month,kwh_rolling_3m,kwh_rolling_6m,kwh_lag_1m,kwh_lag_3m,co2_rolling_3m
SME_0117,2024-11-16,2024,11,4,steel,bihar,0.84,7.64,26667.69,0.0,none,22400.86,0.0,22400.86,203739.15,0,1,1,22193.22,20237.6,24710.46,17369.07,18642.31
SME_0118,2022-01-01,2022,1,1,plastics,madhya_pradesh,0.83,8.47,4391.0,0.0,none,3644.53,0.0,3644.53,37169.89,0,0,0,4391.0,4391.0,4391.0,4391.0,3644.53
SME_0118,2022-01-31,2022,1,1,plastics,madhya_pradesh,0.83,8.47,4421.47,0.0,none,3669.82,0.0,3669.82,37427.82,0,0,0,4406.24,4406.24,4391.0,4391.0,3657.18
SME_0118,2022-03-02,2022,3,1,plastics,madhya_pradesh,0.83,8.47,7132.94,0.0,none,5920.34,0.0,5920.34,60380.45,0,1,0,5315.14,5315.14,4421.47,4391.0,4411.56
SME_0118,2022-04-01,2022,4,2,plastics,madhya_pradesh,0.83,8.47,7672.75,0.0,none,6368.38,0.0,6368.38,64949.95,0,1,0,6409.05,5904.54,7132.94,4391.0,5319.51
SME_0118,2022-05-01,2022,5,2,plastics,madhya_pradesh,0.83,8.47,7731.0,0.0,none,6416.73,0.0,6416.73,65443.04,0,1,0,7512.23,6269.83,7672.75,4421.47,6235.15
SME_0118,2022-05-31,2022,5,2,plastics,madhya_pradesh,0.83,8.47,7061.8,0.0,none,5861.29,0.0,5861.29,59778.25,0,1,0,7488.52,6401.83,7731.0,7132.94,6215.47
SME_0118,2022-06-30,2022,6,2,plastics,madhya_pradesh,0.83,8.47,5152.13,0.0,none,4276.27,0.0,4276.27,43612.86,1,0,0,6648.31,6528.68,7061.8,7672.75,5518.1
SME_0118,2022-07-30,2022,7,3,plastics,madhya_pradesh,0.83,8.47,5241.34,0.0,none,4350.31,0.0,4350.31,44368.03,1,0,0,5818.42,6665.33,5152.13,7731.0,4829.29
SME_0118,2022-08-29,2022,8,3,plastics,madhya_pradesh,0.83,8.47,4199.58,0.0,none,3485.65,0.0,3485.65,35549.51,1,0,0,4864.35,6176.43,5241.34,7061.8,4037.41
SME_0118,2022-09-28,2022,9,3,plastics,madhya_pradesh,0.83,8.47,5224.63,0.0,none,4336.44,0.0,4336.44,44226.58,1,0,0,4888.52,5768.41,4199.58,5152.13,4057.47
SME_0118,2022-10-28,2022,10,4,plastics,madhya_pradesh,0.83,8.47,7664.24,0.0,none,6361.32,0.0,6361.32,64877.92,0,1,1,5696.15,5757.29,5224.63,5241.34,4727.8
SME_0118,2022-11-27,2022,11,4,plastics,madhya_pradesh,0.83,8.47,6487.06,0.0,none,5384.26,0.0,5384.26,54913.07,0,1,1,6458.64,5661.5,7664.24,4199.58,5360.67
SME_0118,2022-12-27,2022,12,4,plastics,madhya_pradesh,0.83,8.47,4818.08,0.0,none,3999.01,0.0,3999.01,40785.13,0,0,0,6323.13,5605.82,6487.06,5224.63,5248.2
SME_0118,2023-01-26,2023,1,1,plastics,madhya_pradesh,0.83,8.47,5962.42,0.0,none,4948.81,0.0,4948.81,50471.98,0,0,0,5755.85,5726.0,4818.08,7664.24,4777.36
SME_0118,2023-02-25,2023,2,1,plastics,madhya_pradesh,0.83,8.47,5521.45,0.0,none,4582.8,0.0,4582.8,46739.16,0,0,0,5433.98,5946.31,5962.42,6487.06,4510.21
SME_0118,2023-03-27,2023,3,1,plastics,madhya_pradesh,0.83,8.47,8199.39,0.0,none,6805.49,0.0,6805.49,69407.97,0,1,0,6561.09,6442.11,5521.45,4818.08,5445.7
SME_0118,2023-04-26,2023,4,2,plastics,madhya_pradesh,0.83,8.47,7797.43,0.0,none,6471.87,0.0,6471.87,66005.37,0,1,0,7172.76,6464.3,8199.39,5962.42,5953.39
SME_0118,2023-05-26,2023,5,2,plastics,madhya_pradesh,0.83,8.47,9019.23,0.0,none,7485.96,0.0,7485.96,76347.93,0,1,0,8338.68,6886.33,7797.43,5521.45,6921.11
SME_0118,2023-06-25,2023,6,2,plastics,madhya_pradesh,0.83,8.47,5956.56,0.0,none,4943.94,0.0,4943.94,50422.38,1,0,0,7591.07,7076.08,9019.23,8199.39,6300.59
SME_0118,2023-07-25,2023,7,3,plastics,madhya_pradesh,0.83,8.47,5726.16,0.0,none,4752.71,0.0,4752.71,48472.04,1,0,0,6900.65,7036.7,5956.56,7797.43,5727.54
SME_0118,2023-08-24,2023,8,3,plastics,madhya_pradesh,0.83,8.47,5470.51,0.0,none,4540.52,0.0,4540.52,46307.96,1,0,0,5717.74,7028.21,5726.16,9019.23,4745.72
SME_0118,2023-09-23,2023,9,3,plastics,madhya_pradesh,0.83,8.47,4719.59,0.0,none,3917.26,0.0,3917.26,39951.41,1,0,0,5305.42,6448.25,5470.51,5956.56,4403.5
SME_0118,2023-10-23,2023,10,4,plastics,madhya_pradesh,0.83,8.47,6787.58,0.0,none,5633.69,0.0,5633.69,57456.97,0,1,1,5659.23,6279.94,4719.59,5726.16,4697.16
SME_0118,2023-11-22,2023,11,4,plastics,madhya_pradesh,0.83,8.47,7808.56,0.0,none,6481.1,0.0,6481.1,66099.59,0,1,1,6438.58,6078.16,6787.58,5470.51,5344.02
SME_0118,2023-12-22,2023,12,4,plastics,madhya_pradesh,0.83,8.47,5323.42,0.0,none,4418.44,0.0,4418.44,45062.84,0,0,0,6639.85,5972.64,7808.56,4719.59,5511.08
SME_0118,2024-01-21,2024,1,1,plastics,madhya_pradesh,0.83,8.47,4900.49,0.0,none,4067.41,0.0,4067.41,41482.73,0,0,0,6010.82,5835.02,5323.42,6787.58,4988.98
SME_0118,2024-02-20,2024,2,1,plastics,madhya_pradesh,0.83,8.47,6950.93,0.0,none,5769.27,0.0,5769.27,58839.73,0,0,0,5724.95,6081.76,4900.49,7808.56,4751.71
SME_0118,2024-03-21,2024,3,1,plastics,madhya_pradesh,0.83,8.47,8901.32,0.0,none,7388.1,0.0,7388.1,75349.82,0,1,0,6917.58,6778.72,6950.93,5323.42,5741.59
SME_0118,2024-04-20,2024,4,2,plastics,madhya_pradesh,0.83,8.47,8269.99,0.0,none,6864.09,0.0,6864.09,70005.6,0,1,0,8040.75,7025.78,8901.32,4900.49,6673.82
SME_0118,2024-05-20,2024,5,2,plastics,madhya_pradesh,0.83,8.47,7945.59,0.0,none,6594.84,0.0,6594.84,67259.55,0,1,0,8372.3,7048.62,8269.99,6950.93,6949.01
SME_0118,2024-06-19,2024,6,2,plastics,madhya_pradesh,0.83,8.47,6060.45,0.0,none,5030.17,0.0,5030.17,51301.81,1,0,0,7425.34,7171.46,7945.59,8901.32,6163.03
SME_0118,2024-07-19,2024,7,3,plastics,madhya_pradesh,0.83,8.47,5974.35,0.0,none,4958.71,0.0,4958.71,50572.97,1,0,0,6660.13,7350.44,6060.45,8269.99,5527.91
SME_0118,2024-08-18,2024,8,3,plastics,madhya_pradesh,0.83,8.47,4315.14,0.0,none,3581.57,0.0,3581.57,36527.73,1,0,0,5449.98,6911.14,5974.35,7945.59,4523.48
SME_0118,2024-09-17,2024,9,3,plastics,madhya_pradesh,0.83,8.47,6330.8,0.0,none,5254.56,0.0,5254.56,53590.32,1,0,0,5540.1,6482.72,4315.14,6060.45,4598.28
SME_0118,2024-10-17,2024,10,4,plastics,madhya_pradesh,0.83,8.47,6855.33,0.0,none,5689.92,0.0,5689.92,58030.48,0,1,1,5833.76,6246.94,6330.8,5974.35,4842.02
SME_0118,2024-11-16,2024,11,4,plastics,madhya_pradesh,0.83,8.47,7580.19,0.0,none,6291.56,0.0,6291.56,64166.43,0,1,1,6922.11,6186.04,6855.33,4315.14,5745.35
SME_0119,2022-01-01,2022,1,1,steel,gujarat,0.82,6.21,75600.27,1512.01,diesel,61992.22,4052.19,66044.41,469386.32,0,1,0,75600.27,75600.27,75600.27,75600.27,66044.41
SME_0119,2022-01-31,2022,1,1,steel,gujarat,0.82,6.21,84666.06,1686.3,diesel,69426.17,4519.28,73945.45,525673.92,0,1,0,80133.17,80133.17,75600.27,75600.27,69994.93
SME_0119,2022-03-02,2022,3,1,steel,gujarat,0.82,6.21,78673.49,1436.1,diesel,64512.26,3848.75,68361.01,488467.31,0,1,0,79646.61,79646.61,84666.06,75600.27,69450.29
SME_0119,2022-04-01,2022,4,2,steel,gujarat,0.82,6.21,69716.96,1251.93,diesel,57167.91,3355.17,60523.08,432858.08,0,0,0,77685.5,77164.2,78673.49,75600.27,67609.85
SME_0119,2022-05-01,2022,5,2,steel,gujarat,0.82,6.21,61197.64,1107.94,diesel,50182.06,2969.28,53151.34,379963.39,0,0,0,69862.7,73970.88,69716.96,84666.06,60678.48
SME_0119,2022-05-31,2022,5,2,steel,gujarat,0.82,6.21,67741.56,1221.4,diesel,55548.08,3273.35,58821.43,420593.23,0,0,0,66218.72,72932.66,61197.64,78673.49,57498.62
SME_0119,2022-06-30,2022,6,2,steel,gujarat,0.82,6.21,72590.05,1348.94,diesel,59523.84,3615.16,63139.0,450696.49,1,0,0,67176.42,72430.96,67741.56,69716.96,58370.59
SME_0119,2022-07-30,2022,7,3,steel,gujarat,0.82,6.21,60610.73,1280.28,diesel,49700.8,3431.15,53131.95,376319.39,1,0,0,66980.78,68421.74,72590.05,61197.64,58364.13
SME_0119,2022-08-29,2022,8,3,steel,gujarat,0.82,6.21,45602.47,1009.87,diesel,37394.03,2706.45,40100.48,283136.23,1,0,0,59601.08,62909.9,60610.73,67741.56,52123.81
SME_0119,2022-09-28,2022,9,3,steel,gujarat,0.82,6.21,60007.03,1266.44,diesel,49205.76,3394.06,52599.82,372571.14,1,0,0,55406.74,61291.58,45602.47,72590.05,48610.75
SME_0119,2022-10-28,2022,10,4,steel,gujarat,0.82,6.21,80051.97,1581.27,diesel,65642.62,4237.8,69880.42,497026.0,0,1,1,61887.16,64433.97,60007.03,60610.73,54193.57
SME_0119,2022-11-27,2022,11,4,steel,gujarat,0.82,6.21,78166.86,1515.33,diesel,64096.83,4061.08,68157.91,485321.75,0,1,1,72741.95,66171.52,80051.97,45602.47,63546.05
SME_0119,2022-12-27,2022,12,4,steel,gujarat,0.82,6.21,79247.08,1588.91,diesel,64982.61,4258.28,69240.89,492028.61,0,1,0,79155.3,67281.02,78166.86,60007.03,69093.07
SME_0119,2023-01-26,2023,1,1,steel,gujarat,0.82,6.21,71964.7,1365.34,diesel,59011.05,3659.11,62670.16,446813.83,0,1,0,76459.55,69173.35,79247.08,80051.97,66689.65
SME_0119,2023-02-25,2023,2,1,steel,gujarat,0.82,6.21,83283.2,1498.91,diesel,68292.22,4017.08,72309.3,517088.03,0,1,0,78164.99,75453.47,71964.7,78166.86,68073.45
SME_0119,2023-03-27,2023,3,1,steel,gujarat,0.82,6.21,95527.26,1654.85,diesel,78332.35,4435.0,82767.35,593108.85,0,1,0,83591.72,81373.51,83283.2,79247.08,72582.27
SME_0119,2023-04-26,2023,4,2,steel,gujarat,0.82,6.21,77455.4,1320.26,diesel,63513.43,3538.3,67051.73,480904.44,0,0,0,85421.95,80940.75,95527.26,71964.7,74042.79
SME_0119,2023-05-26,2023,5,2,steel,gujarat,0.82,6.21,73521.66,1263.73,diesel,60287.76,3386.8,63674.56,456480.67,0,0,0,82168.11,80166.55,77455.4,83283.2,71164.55
SME_0119,2023-06-25,2023,6,2,steel,gujarat,0.82,6.21,61645.4,1092.28,diesel,50549.23,2927.31,53476.54,382743.44,1,0,0,70874.15,77232.94,73521.66,95527.26,61400.94
SME_0119,2023-07-25,2023,7,3,steel,gujarat,0.82,6.21,53285.94,1073.41,diesel,43694.47,2876.74,46571.21,330841.3,1,0,0,62817.67,74119.81,61645.4,77455.4,54574.1
SME_0119,2023-08-24,2023,8,3,steel,gujarat,0.82,6.21,57368.11,1211.79,diesel,47041.85,3247.6,50289.45,356186.64,1,0,0,57433.15,69800.63,53285.94,73521.66,50112.4
SME_0119,2023-09-23,2023,9,3,steel,gujarat,0.82,6.21,60578.79,1219.72,diesel,49674.61,3268.85,52943.46,376121.08,1,0,0,57077.61,63975.88,57368.11,61645.4,49934.71
SME_0119,2023-10-23,2023,10,4,steel,gujarat,0.82,6.21,78231.57,1474.54,diesel,64149.89,3951.77,68101.66,485723.52,0,1,1,65392.82,64105.24,60578.79,53285.94,57111.52
SME_0119,2023-11-22,2023,11,4,steel,gujarat,0.82,6.21,74028.13,1369.62,diesel,60703.07,3670.58,64373.65,459625.23,0,1,1,70946.16,64189.66,78231.57,57368.11,61806.26
SME_0119,2023-12-22,2023,12,4,steel,gujarat,0.82,6.21,81226.39,1554.57,diesel,66605.64,4166.25,70771.89,504317.73,0,1,0,77828.7,67453.16,74028.13,60578.79,67749.07
SME_0119,2024-01-21,2024,1,1,steel,gujarat,0.82,6.21,83138.03,1505.9,diesel,68173.18,4035.81,72208.99,516186.7,0,1,0,79464.18,72428.5,81226.39,78231.57,69118.18
SME_0119,2024-02-20,2024,2,1,steel,gujarat,0.82,6.21,89181.44,1532.66,diesel,73128.78,4107.53,77236.31,553708.98,0,1,0,84515.29,77730.72,83138.03,74028.13,73405.73
SME_0119,2024-03-21,2024,3,1,steel,gujarat,0.82,6.21,95370.56,1577.88,diesel,78203.86,4228.72,82432.58,592135.93,0,1,0,89230.01,83529.35,89181.44,81226.39,77292.63
SME_0119,2024-04-20,2024,4,2,steel,gujarat,0.82,6.21,71567.67,1165.28,diesel,58685.49,3122.95,61808.44,444348.75,0,0,0,85373.22,82418.7,95370.56,83138.03,73825.78
SME_0119,2024-05-20,2024,5,2,steel,gujarat,0.82,6.21,69390.45,1139.51,diesel,56900.17,3053.89,59954.06,430830.84,0,0,0,78776.23,81645.76,71567.67,89181.44,68065.03
SME_0119,2024-06-19,2024,6,2,steel,gujarat,0.82,6.21,78597.98,1330.76,diesel,64450.34,3566.44,68016.78,487998.48,1,0,0,73185.37,81207.69,69390.45,95370.56,63259.76
SME_0119,2024-07-19,2024,7,3,steel,gujarat,0.82,6.21,57516.53,1107.33,diesel,47163.55,2967.64,50131.19,357108.15,1,0,0,68501.65,76937.44,78597.98,71567.67,59367.34
SME_0119,2024-08-18,2024,8,3,steel,gujarat,0.82,6.21,56552.31,1141.86,diesel,46372.89,3060.18,49433.07,351121.51,1,0,0,64222.27,71499.25,57516.53,69390.45,55860.35
SME_0119,2024-09-17,2024,9,3,steel,gujarat,0.82,6.21,69920.72,1345.94,diesel,57334.99,3607.12,60942.11,434123.18,1,0,0,61329.85,67257.61,56552.31,78597.98,53502.12
SME_0119,2024-10-17,2024,10,4,steel,gujarat,0.82,6.21,78123.37,1408.01,diesel,64061.16,3773.47,67834.63,485051.72,0,1,1,68198.8,68350.23,69920.72,57516.53,59403.27
SME_0119,2024-11-16,2024,11,4,steel,gujarat,0.82,6.21,83350.39,1474.8,diesel,68347.32,3952.46,72299.78,517505.2,0,1,1,77131.49,70676.88,78123.37,56552.31,67025.51
SME_0120,2022-01-01,2022,1,1,chemicals,odisha,0.91,6.9,30387.89,607.76,diesel,27652.98,1628.8,29281.78,209790.1,0,0,0,30387.89,30387.89,30387.89,30387.89,29281.78
SME_0120,2022-01-31,2022,1,1,chemicals,odisha,0.91,6.9,33019.57,658.2,diesel,30047.81,1763.98,31811.79,227958.54,0,0,0,31703.73,31703.73,30387.89,30387.89,30546.78
SME_0120,2022-03-02,2022,3,1,chemicals,odisha,0.91,6.9,32725.35,598.35,diesel,29780.07,1603.58,31383.65,225927.32,0,1,0,32044.27,32044.27,33019.57,30387.89,30825.74
SME_0120,2022-04-01,2022,4,2,chemicals,odisha,0.91,6.9,40953.92,737.24,diesel,37268.07,1975.8,39243.87,282735.23,0,1,0,35566.28,34271.68,32725.35,30387.89,34146.44
SME_0120,2022-05-01,2022,5,2,chemicals,odisha,0.91,6.9,44224.11,803.28,diesel,40243.94,2152.79,42396.73,305311.77,0,1,0,39301.13,36262.17,40953.92,33019.57,37674.75
SME_0120,2022-05-31,2022,5,2,chemicals,odisha,0.91,6.9,33181.29,600.72,diesel,30194.97,1609.93,31804.9,229075.01,0,1,0,39453.11,35748.69,44224.11,32725.35,37815.17
SME_0120,2022-06-30,2022,6,2,chemicals,odisha,0.91,6.9,35978.42,671.87,diesel,32740.36,1800.61,34540.97,248385.67,1,0,0,37794.61,36680.44,33181.29,40953.92,36247.53
SME_0120,2022-07-30,2022,7,3,chemicals,odisha,0.91,6.9,31476.94,615.18,diesel,28644.02,1648.68,30292.7,217308.62,1,0,0,33545.55,36423.34,35978.42,44224.11,32212.86
SME_0120,2022-08-29,2022,8,3,chemicals,odisha,0.91,6.9,32033.27,656.87,diesel,29150.28,1760.41,30910.69,221149.38,1,0,0,33162.88,36307.99,31476.94,33181.29,31914.79
SME_0120,2022-09-28,2022,9,3,chemicals,odisha,0.91,6.9,34112.27,725.18,diesel,31042.17,1943.48,32985.65,235502.25,1,1,0,32540.83,35167.72,32033.27,35978.42,31396.35
SME_0120,2022-10-28,2022,10,4,chemicals,odisha,0.91,6.9,36883.91,734.45,diesel,33564.36,1968.33,35532.69,254636.94,0,1,1,34343.15,33944.35,34112.27,31476.94,33143.01
SME_0120,2022-11-27,2022,11,4,chemicals,odisha,0.91,6.9,29816.66,583.13,diesel,27133.16,1562.79,28695.95,205846.48,0,0,1,33604.28,33383.58,36883.91,32033.27,32404.76
SME_0120,2022-12-27,2022,12,4,chemicals,odisha,0.91,6.9,35538.1,719.39,diesel,32339.67,1927.97,34267.64,245345.81,0,0,0,34079.56,33310.19,29816.66,34112.27,32832.09
SME_0120,2023-01-26,2023,1,1,chemicals,odisha,0.91,6.9,34992.86,670.79,diesel,31843.5,1797.72,33641.22,241581.62,0,0,0,33449.21,33896.18,35538.1,36883.91,32201.6
SME_0120,2023-02-25,2023,2,1,chemicals,odisha,0.91,6.9,32998.21,600.51,diesel,30028.37,1609.37,31637.74,227811.07,0,0,0,34509.72,34057.0,34992.86,29816.66,33182.2
SME_0120,2023-03-27,2023,3,1,chemicals,odisha,0.91,6.9,44956.61,788.07,diesel,40910.52,2112.03,43022.55,310368.76,0,1,0,37649.23,35864.39,32998.21,35538.1,36100.5
SME_0120,2023-04-26,2023,4,2,chemicals,odisha,0.91,6.9,47349.49,817.31,diesel,43088.04,2190.39,45278.43,326888.58,0,1,0,41768.1,37608.66,44956.61,34992.86,39979.57
SME_0120,2023-05-26,2023,5,2,chemicals,odisha,0.91,6.9,54671.09,952.31,diesel,49750.69,2552.19,52302.88,377435.01,0,1,0,48992.4,41751.06,47349.49,32998.21,46867.95
SME_0120,2023-06-25,2023,6,2,chemicals,odisha,0.91,6.9,34244.35,615.35,diesel,31162.36,1649.14,32811.5,236414.1,1,0,0,45421.64,41535.44,54671.09,44956.61,43464.27
SME_0120,2023-07-25,2023,7,3,chemicals,odisha,0.91,6.9,31655.08,595.39,diesel,28806.12,1595.65,30401.77,218538.45,1,0,0,40190.17,40979.14,34244.35,47349.49,38505.38
SME_0120,2023-08-24,2023,8,3,chemicals,odisha,0.91,6.9,29011.83,572.6,diesel,26400.77,1534.57,27935.34,200290.14,1,0,0,31637.09,40314.74,31655.08,54671.09,30382.87
SME_0120,2023-09-23,2023,9,3,chemicals,odisha,0.91,6.9,38437.14,786.57,diesel,34977.8,2108.01,37085.81,265360.03,1,1,0,33034.68,39228.16,29011.83,34244.35,31807.64
SME_0120,2023-10-23,2023,10,4,chemicals,odisha,0.91,6.9,37735.59,723.4,diesel,34339.39,1938.71,36278.1,260516.71,0,1,1,35061.52,37625.85,38437.14,31655.08,33766.42
SME_0120,2023-11-22,2023,11,4,chemicals,odisha,0.91,6.9,33035.06,622.07,diesel,30061.9,1667.15,31729.05,228065.48,0,0,1,36402.6,34019.84,37735.59,29011.83,35030.99
SME_0120,2023-12-22,2023,12,4,chemicals,odisha,0.91,6.9,26048.29,507.76,diesel,23703.94,1360.8,25064.74,179830.63,0,0,0,32272.98,32653.83,33035.06,38437.14,31023.96
SME_0120,2024-01-21,2024,1,1,chemicals,odisha,0.91,6.9,31266.65,577.23,diesel,28452.65,1546.98,29999.63,215856.83,0,0,0,30116.67,32589.09,26048.29,37735.59,28931.14
SME_0120,2024-02-20,2024,2,1,chemicals,odisha,0.91,6.9,36295.72,636.21,diesel,33029.11,1705.04,34734.15,250576.23,0,0,0,31203.55,33803.07,31266.65,33035.06,29932.84
SME_0120,2024-03-21,2024,3,1,chemicals,odisha,0.91,6.9,47191.36,796.88,diesel,42944.14,2135.64,45079.78,325796.9,0,1,0,38251.24,35262.11,36295.72,26048.29,36604.52
SME_0120,2024-04-20,2024,4,2,chemicals,odisha,0.91,6.9,44075.51,732.96,diesel,40108.71,1964.33,42073.04,304285.88,0,1,0,42520.86,36318.77,47191.36,31266.65,40628.99
SME_0120,2024-05-20,2024,5,2,chemicals,odisha,0.91,6.9,44727.35,750.69,diesel,40701.89,2011.85,42713.74,308786.01,0,1,0,45331.41,38267.48,44075.51,36295.72,43288.85
SME_0120,2024-06-19,2024,6,2,chemicals,odisha,0.91,6.9,37770.27,654.03,diesel,34370.95,1752.8,36123.75,260756.14,1,0,0,42191.04,40221.14,44727.35,47191.36,40303.51
SME_0120,2024-07-19,2024,7,3,chemicals,odisha,0.91,6.9,28738.12,520.93,diesel,26151.69,1396.09,27547.78,198400.52,1,0,0,37078.58,39799.72,37770.27,44075.51,35461.76
SME_0120,2024-08-18,2024,8,3,chemicals,odisha,0.91,6.9,27401.79,521.28,diesel,24935.63,1397.03,26332.66,189174.84,1,0,0,31303.39,38317.4,28738.12,44727.35,30001.4
SME_0120,2024-09-17,2024,9,3,chemicals,odisha,0.91,6.9,35337.09,697.07,diesel,32156.75,1868.15,34024.9,243958.09,1,1,0,30492.33,36341.69,27401.79,37770.27,29301.78
SME_0120,2024-10-17,2024,10,4,chemicals,odisha,0.91,6.9,41538.49,767.7,diesel,37800.03,2057.44,39857.47,286770.95,0,1,1,34759.12,35918.85,35337.09,28738.12,33405.01
SME_0120,2024-11-16,2024,11,4,chemicals,odisha,0.91,6.9,28214.18,512.26,diesel,25674.9,1372.86,27047.76,194783.37,0,0,1,35029.92,33166.66,41538.49,27401.79,33643.38
SME_0121,2022-01-01,2022,1,1,food_processing,gujarat,0.82,7.34,6601.63,132.03,diesel,5413.34,353.84,5767.18,48485.47,0,1,0,6601.63,6601.63,6601.63,6601.63,5767.18
SME_0121,2022-01-31,2022,1,1,food_processing,gujarat,0.82,7.34,8041.6,160.3,diesel,6594.11,429.6,7023.71,59061.28,0,1,0,7321.62,7321.62,6601.63,6601.63,6395.44
SME_0121,2022-03-02,2022,3,1,food_processing,gujarat,0.82,7.34,5469.94,100.01,diesel,4485.35,268.03,4753.38,40173.81,0,0,0,6704.39,6704.39,8041.6,6601.63,5848.09
SME_0121,2022-04-01,2022,4,2,food_processing,gujarat,0.82,7.34,5524.02,99.44,diesel,4529.7,266.5,4796.2,40571.0,0,0,0,6345.19,6409.3,5469.94,6601.63,5524.43
SME_0121,2022-05-01,2022,5,2,food_processing,gujarat,0.82,7.34,5529.17,100.43,diesel,4533.92,269.15,4803.07,40608.82,0,0,0,5507.71,6233.27,5524.02,8041.6,4784.22
SME_0121,2022-05-31,2022,5,2,food_processing,gujarat,0.82,7.34,5891.91,106.67,diesel,4831.37,285.88,5117.25,43272.95,0,0,0,5648.37,6176.38,5529.17,5469.94,4905.51
SME_0121,2022-06-30,2022,6,2,food_processing,gujarat,0.82,7.34,5995.91,111.97,diesel,4916.65,300.08,5216.73,44036.78,1,0,0,5805.66,6075.42,5891.91,5524.02,5045.68
SME_0121,2022-07-30,2022,7,3,food_processing,gujarat,0.82,7.34,4980.18,97.33,diesel,4083.75,260.84,4344.59,36576.78,1,0,0,5622.67,5565.19,5995.91,5529.17,4892.86
SME_0121,2022-08-29,2022,8,3,food_processing,gujarat,0.82,7.34,4354.95,89.3,diesel,3571.06,239.32,3810.38,31984.8,1,0,0,5110.35,5379.36,4980.18,5891.91,4457.23
SME_0121,2022-09-28,2022,9,3,food_processing,gujarat,0.82,7.34,4911.67,104.41,diesel,4027.57,279.82,4307.39,36073.61,1,0,0,4748.93,5277.3,4354.95,5995.91,4154.12
SME_0121,2022-10-28,2022,10,4,food_processing,gujarat,0.82,7.34,7897.34,157.25,diesel,6475.82,421.43,6897.25,58001.77,0,1,1,5721.32,5671.99,4911.67,4980.18,5005.01
SME_0121,2022-11-27,2022,11,4,food_processing,gujarat,0.82,7.34,9318.76,182.25,diesel,7641.38,488.43,8129.81,68441.35,0,1,1,7375.92,6243.13,7897.34,4354.95,6444.82
SME_0121,2022-12-27,2022,12,4,food_processing,gujarat,0.82,7.34,7511.26,152.05,diesel,6159.23,407.49,6566.72,55166.22,0,1,0,8242.45,6495.69,9318.76,4911.67,7197.93
SME_0121,2023-01-26,2023,1,1,food_processing,gujarat,0.82,7.34,7715.83,147.91,diesel,6326.98,396.4,6723.38,56668.68,0,1,0,8181.95,6951.63,7511.26,7897.34,7139.97
SME_0121,2023-02-25,2023,2,1,food_processing,gujarat,0.82,7.34,9018.14,164.12,diesel,7394.87,439.84,7834.71,66233.45,0,1,0,8081.74,7728.83,7715.83,9318.76,7041.6
SME_0121,2023-03-27,2023,3,1,food_processing,gujarat,0.82,7.34,4658.62,81.66,diesel,3820.07,218.85,4038.92,34215.09,0,0,0,7130.86,7686.66,9018.14,7511.26,6199.0
SME_0121,2023-04-26,2023,4,2,food_processing,gujarat,0.82,7.34,5460.19,94.25,diesel,4477.36,252.59,4729.95,40102.2,0,0,0,6378.98,7280.47,4658.62,7715.83,5534.53
SME_0121,2023-05-26,2023,5,2,food_processing,gujarat,0.82,7.34,5488.85,95.61,diesel,4500.86,256.23,4757.09,40312.69,0,0,0,5202.55,6642.15,5460.19,9018.14,4508.65
SME_0121,2023-06-25,2023,6,2,food_processing,gujarat,0.82,7.34,5623.48,101.05,diesel,4611.25,270.81,4882.06,41301.48,1,0,0,5524.17,6327.52,5488.85,4658.62,4789.7
SME_0121,2023-07-25,2023,7,3,food_processing,gujarat,0.82,7.34,4732.94,89.02,diesel,3881.01,238.57,4119.58,34760.93,1,0,0,5281.76,5830.37,5623.48,5460.19,4586.24
SME_0121,2023-08-24,2023,8,3,food_processing,gujarat,0.82,7.34,4568.88,90.18,diesel,3746.48,241.68,3988.16,33556.0,1,0,0,4975.1,5088.83,4732.94,5488.85,4329.93
SME_0121,2023-09-23,2023,9,3,food_processing,gujarat,0.82,7.34,5390.47,110.31,diesel,4420.19,295.63,4715.82,39590.14,1,0,0,4897.43,5210.8,4568.88,5623.48,4274.52
SME_0121,2023-10-23,2023,10,4,food_processing,gujarat,0.82,7.34,8428.2,161.57,diesel,6911.12,433.01,7344.13,61900.66,0,1,1,6129.18,5705.47,5390.47,4732.94,5349.37
SME_0121,2023-11-22,2023,11,4,food_processing,gujarat,0.82,7.34,9334.67,175.78,diesel,7654.43,471.09,8125.52,68558.2,0,1,1,7717.78,6346.44,8428.2,4568.88,6728.49
SME_0121,2023-12-22,2023,12,4,food_processing,gujarat,0.82,7.34,7850.1,153.02,diesel,6437.08,410.09,6847.17,57654.82,0,1,0,8537.66,6717.54,9334.67,5390.47,7438.94
SME_0121,2024-01-21,2024,1,1,food_processing,gujarat,0.82,7.34,8715.85,160.91,diesel,7147.0,431.24,7578.24,64013.29,0,1,0,8633.54,7381.36,7850.1,8428.2,7516.98
SME_0121,2024-02-20,2024,2,1,food_processing,gujarat,0.82,7.34,9428.07,165.26,diesel,7731.02,442.9,8173.92,69244.17,0,1,0,8664.67,8191.23,8715.85,9334.67,7533.11
